,area,build_year,price,number_of_rooms,level,price_average
5680,54.0,1996.2546383436409,54000.0,2.0,1,72044.18604651163
5681,54.0,1996.2546383436409,54000.0,2.0,1,72044.18604651163
5682,41.0,1996.2546383436409,52000.0,2.0,0,72044.18604651163
5683,61.0,1996.2546383436409,79000.0,2.0,2,72044.18604651163
5684,84.0,2013.0,81500.0,3.0,2,72044.18604651163
5685,30.0,1996.2546383436409,25000.0,1.0,0,157539.66836734695
5686,27.0,1991.0,28000.0,1.0,0,157539.66836734695
5687,18.0,1996.2546383436409,38000.0,1.0,0,157539.66836734695
5688,24.0,1996.2546383436409,34000.0,1.0,0,157539.66836734695
5689,18.0,1996.2546383436409,38000.0,1.0,0,157539.66836734695
5690,35.0,1980.0,32000.0,2.0,0,157539.66836734695
5691,30.0,1996.2546383436409,28000.0,1.0,0,157539.66836734695
5692,18.0,2015.0,38000.0,1.0,0,157539.66836734695
5693,23.0,1996.2546383436409,38000.0,1.0,0,157539.66836734695
5694,30.0,1996.2546383436409,28000.0,1.0,0,157539.66836734695
5695,20.0,1996.2546383436409,19000.0,1.0,0,157539.66836734695
5696,93.0,1996.2546383436409,139900.0,3.0,2,157539.66836734695
5697,61.0,1996.2546383436409,124900.0,2.0,2,157539.66836734695
5698,102.0,2020.0,235000.0,4.0,2,157539.66836734695
5699,80.0,1988.0,140000.0,3.0,4,157539.66836734695
5700,73.0,1996.2546383436409,107900.0,4.0,0,157539.66836734695
5701,102.0,2020.0,235000.0,4.0,2,157539.66836734695
5702,162.0,1996.2546383436409,235000.0,6.0,1,157539.66836734695
5703,75.0,1996.2546383436409,200000.0,3.0,1,157539.66836734695
5704,71.0,1996.2546383436409,155000.0,3.0,1,157539.66836734695
5705,111.0,1996.2546383436409,145000.0,4.0,7,157539.66836734695
5706,100.0,2015.0,250000.0,3.0,3,157539.66836734695
5707,80.0,1992.0,105000.0,4.0,5,157539.66836734695
5708,170.0,2011.0,389000.0,5.0,1,157539.66836734695
5709,125.0,1996.2546383436409,175000.0,4.0,5,157539.66836734695
5710,160.0,1996.2546383436409,256143.0,6.0,2,157539.66836734695
5711,99.0,2016.0,166600.0,3.0,4,157539.66836734695
5712,112.0,2016.0,218400.0,3.0,3,157539.66836734695
5713,148.0,1996.2546383436409,298500.0,4.0,5,157539.66836734695
5714,47.0,1996.2546383436409,108000.0,2.0,2,157539.66836734695
5715,102.0,2020.0,235000.0,4.0,2,157539.66836734695
5716,55.0,1996.2546383436409,114000.0,2.0,5,157539.66836734695
5717,89.13,2020.0,222825.0,3.0,2,157539.66836734695
5718,100.79,2020.0,251975.0,3.0,2,157539.66836734695
5719,150.0,1966.0,159000.0,3.0,0,157539.66836734695
5720,208.0,1996.2546383436409,297000.0,5.0,2,157539.66836734695
5721,219.0,1996.2546383436409,460000.0,5.0,7,157539.66836734695
5722,208.0,1996.2546383436409,297000.0,5.0,2,157539.66836734695
5723,140.0,1996.2546383436409,248000.0,5.0,5,157539.66836734695
5724,170.0,1996.2546383436409,256000.0,6.0,2,157539.66836734695
5725,73.0,1996.2546383436409,140000.0,3.0,4,157539.66836734695
5726,70.0,1996.2546383436409,139000.0,3.0,1,157539.66836734695
5727,93.0,1996.2546383436409,145000.0,5.0,7,157539.66836734695
5728,160.0,1996.2546383436409,256143.0,6.0,2,157539.66836734695
5729,57.0,1996.2546383436409,114000.0,2.0,5,157539.66836734695
5730,84.0,1996.2546383436409,178600.0,2.0,0,157539.66836734695
5731,68.0,1996.2546383436409,147500.0,3.0,0,157539.66836734695
5732,101.0,1996.2546383436409,175000.0,4.0,3,157539.66836734695
5733,103.0,2021.0,234900.0,4.0,2,157539.66836734695
5734,219.0,1996.2546383436409,460000.0,5.0,6,157539.66836734695
5735,105.0,1996.2546383436409,145000.0,4.0,7,157539.66836734695
5736,58.0,1996.2546383436409,113100.0,3.0,2,157539.66836734695
5737,103.0,1996.2546383436409,190000.0,4.0,6,157539.66836734695
5738,84.0,1996.2546383436409,178000.0,3.0,1,157539.66836734695
5739,61.0,1996.0,110000.0,3.0,7,157539.66836734695
5740,45.0,1996.2546383436409,103500.0,1.0,0,157539.66836734695
5741,83.0,2020.0,209990.0,2.0,0,157539.66836734695
5742,199.0,1996.2546383436409,319000.0,5.0,3,157539.66836734695
5743,63.0,1996.2546383436409,140000.0,2.8452239216045427,1,157539.66836734695
5744,77.0,1996.2546383436409,140000.0,3.0,5,157539.66836734695
5745,84.0,2006.0,193000.0,3.0,2,157539.66836734695
5746,114.0,2006.0,299000.0,4.0,5,157539.66836734695
5747,97.0,1996.2546383436409,230000.0,4.0,1,157539.66836734695
5748,99.0,1996.2546383436409,166600.0,3.0,4,157539.66836734695
5749,112.0,1996.2546383436409,218400.0,3.0,3,157539.66836734695
5750,80.0,1996.2546383436409,140000.0,3.0,4,157539.66836734695
5751,80.0,1996.2546383436409,148000.0,4.0,1,157539.66836734695
5752,57.0,1995.0,114000.0,2.0,5,157539.66836734695
5753,93.0,1980.0,145000.0,5.0,7,157539.66836734695
5754,200.0,1996.2546383436409,319000.0,6.0,3,157539.66836734695
5755,93.0,1980.0,145000.0,4.0,7,157539.66836734695
5756,98.0,1996.2546383436409,166600.0,3.0,4,157539.66836734695
5757,93.0,1983.0,145000.0,4.0,7,157539.66836734695
5758,107.0,2020.0,223600.0,4.0,2,157539.66836734695
5759,105.0,1996.2546383436409,145000.0,4.0,7,157539.66836734695
5760,87.0,1996.2546383436409,156000.0,3.0,1,157539.66836734695
5761,87.0,1996.2546383436409,156000.0,3.0,1,157539.66836734695
5762,148.0,2019.0,298500.0,4.0,5,157539.66836734695
5763,47.0,1996.2546383436409,108000.0,2.0,2,157539.66836734695
5764,87.0,1996.2546383436409,156000.0,3.0,2,157539.66836734695
5765,148.0,2020.0,298500.0,4.0,5,157539.66836734695
5766,84.0,1996.2546383436409,178600.0,3.0,0,157539.66836734695
5767,169.0,1996.2546383436409,256140.0,6.0,2,157539.66836734695
5768,175.0,1996.2546383436409,420000.0,5.0,2,157539.66836734695
5769,87.0,1993.0,156000.0,3.0,1,157539.66836734695
5770,75.0,1996.2546383436409,180000.0,3.0,1,157539.66836734695
5771,92.0,1996.2546383436409,185000.0,4.0,0,157539.66836734695
5772,148.0,1996.2546383436409,298500.0,4.0,5,157539.66836734695
5773,148.0,1996.2546383436409,298500.0,4.0,5,157539.66836734695
5774,150.0,1996.2546383436409,282000.0,5.0,3,157539.66836734695
5775,93.0,1996.2546383436409,144990.0,5.0,7,157539.66836734695
5776,158.0,1996.2546383436409,389000.0,4.0,2,157539.66836734695
5777,105.0,1996.2546383436409,145000.0,4.0,7,157539.66836734695
5778,105.0,1995.0,145000.0,4.0,7,157539.66836734695
5779,148.0,1996.2546383436409,298500.0,4.0,5,157539.66836734695
5780,105.0,2000.0,145000.0,4.0,7,157539.66836734695
5781,118.0,1996.2546383436409,239000.0,4.0,5,157539.66836734695
5782,164.0,1996.2546383436409,178600.0,3.0,0,157539.66836734695
5783,84.0,1996.2546383436409,130000.0,3.0,3,157539.66836734695
5784,148.0,1996.2546383436409,298500.0,4.0,5,157539.66836734695
5785,68.0,1996.2546383436409,145000.0,4.0,7,157539.66836734695
5786,160.0,2016.0,250000.0,6.0,2,157539.66836734695
5787,169.0,1996.2546383436409,256143.0,6.0,2,157539.66836734695
5788,55.0,1990.0,110000.0,2.0,5,157539.66836734695
5789,162.0,1996.2546383436409,246583.0,6.0,2,157539.66836734695
5790,208.0,2015.0,297000.0,6.0,2,157539.66836734695
5791,211.0,1996.2546383436409,464000.0,6.0,3,157539.66836734695
5792,71.0,1992.0,142000.0,2.8452239216045427,4,157539.66836734695
5793,99.0,1996.2546383436409,145000.0,5.0,7,157539.66836734695
5794,245.0,1996.2546383436409,400000.0,7.0,1,157539.66836734695
5795,62.0,1996.2546383436409,105000.0,3.0,0,157539.66836734695
5796,160.0,1996.2546383436409,256140.0,6.0,2,157539.66836734695
5797,154.0,1996.2546383436409,246580.0,6.0,2,157539.66836734695
5798,103.0,2020.0,235000.0,4.0,2,157539.66836734695
5799,68.0,1996.2546383436409,132600.0,3.0,1,157539.66836734695
5800,175.0,1990.0,297000.0,5.0,2,157539.66836734695
5801,176.0,1996.2546383436409,297000.0,5.0,0,157539.66836734695
5802,75.0,1996.2546383436409,230000.0,4.0,0,157539.66836734695
5803,154.0,1996.2546383436409,246583.0,6.0,2,157539.66836734695
5804,84.0,1996.2546383436409,178600.0,3.0,1,157539.66836734695
5805,83.0,1996.2546383436409,165000.0,3.0,4,157539.66836734695
5806,61.0,1996.2546383436409,100650.0,2.0,0,157539.66836734695
5807,84.0,2016.0,178000.0,3.0,1,157539.66836734695
5808,107.0,1992.0,155000.0,4.0,7,157539.66836734695
5809,84.0,1970.0,155000.0,3.0,5,157539.66836734695
5810,148.0,1996.2546383436409,298500.0,4.0,4,157539.66836734695
5811,70.0,2021.0,166000.0,3.0,4,157539.66836734695
5812,59.0,1996.2546383436409,99000.0,3.0,4,157539.66836734695
5813,54.0,1996.2546383436409,85000.0,2.0,0,157539.66836734695
5814,42.0,2003.0,72500.0,2.0,4,157539.66836734695
5815,58.0,2003.0,99000.0,2.0,7,157539.66836734695
5816,43.0,1996.2546383436409,77000.0,1.0,0,157539.66836734695
5817,105.0,1970.0,95000.0,3.0,5,157539.66836734695
5818,48.0,1996.2546383436409,88800.0,2.0,0,157539.66836734695
5819,36.0,1996.2546383436409,90000.0,3.0,5,157539.66836734695
5820,35.0,1996.2546383436409,72000.0,2.0,4,157539.66836734695
5821,39.0,1996.2546383436409,87750.0,2.0,1,157539.66836734695
5822,46.0,1996.2546383436409,72000.0,2.0,1,157539.66836734695
5823,51.0,1996.2546383436409,75000.0,2.0,7,157539.66836734695
5824,30.0,1974.0,69000.0,1.0,1,157539.66836734695
5825,60.0,1996.2546383436409,84900.0,2.0,7,157539.66836734695
5826,53.0,1996.2546383436409,88000.0,2.0,2,157539.66836734695
5827,35.0,1996.2546383436409,72000.0,2.0,4,157539.66836734695
5828,30.0,1996.2546383436409,60000.0,1.0,3,157539.66836734695
5829,42.0,1996.2546383436409,72500.0,2.0,4,157539.66836734695
5830,32.0,1996.2546383436409,60000.0,1.0,0,157539.66836734695
5831,40.0,2003.0,89000.0,1.0,1,157539.66836734695
5832,42.0,1993.0,72500.0,2.0,4,157539.66836734695
5833,67.0,1996.2546383436409,80000.0,3.0,5,157539.66836734695
5834,42.0,2005.0,72500.0,2.0,4,157539.66836734695
5835,61.0,1996.2546383436409,100000.0,2.0,3,157539.66836734695
5836,54.0,1996.2546383436409,85000.0,2.0,0,157539.66836734695
5837,30.0,1996.2546383436409,60000.0,1.0,3,157539.66836734695
5838,43.0,1996.2546383436409,78000.0,2.0,5,157539.66836734695
5839,55.0,1996.2546383436409,75000.0,3.0,0,157539.66836734695
5840,54.0,1996.2546383436409,85000.0,2.0,0,157539.66836734695
5841,60.0,1996.2546383436409,84900.0,2.0,7,157539.66836734695
5842,31.0,1996.2546383436409,69900.0,1.0,0,157539.66836734695
5843,38.0,2021.0,83600.0,2.0,1,157539.66836734695
5844,49.0,1965.0,85000.0,2.0,1,157539.66836734695
5845,60.0,1996.2546383436409,90000.0,2.0,1,157539.66836734695
5846,43.0,1970.0,79000.0,2.0,0,157539.66836734695
5847,53.0,1974.0,89000.0,3.0,3,157539.66836734695
5848,53.0,2005.0,94000.0,2.0,1,157539.66836734695
5849,45.0,1996.2546383436409,67500.0,2.0,0,157539.66836734695
5850,36.0,1990.0,73440.0,2.0,4,157539.66836734695
5851,28.0,1996.2546383436409,78500.0,1.0,6,157539.66836734695
5852,45.0,1962.0,67500.0,2.0,0,157539.66836734695
5853,45.0,1996.2546383436409,67500.0,2.0,0,157539.66836734695
5854,54.0,1996.2546383436409,84900.0,2.0,7,157539.66836734695
5855,42.0,1996.2546383436409,72500.0,2.0,4,157539.66836734695
5856,38.0,1996.2546383436409,93000.0,1.0,5,157539.66836734695
5857,44.0,1996.2546383436409,95000.0,1.0,0,157539.66836734695
5858,38.0,1996.2546383436409,89000.0,1.0,5,157539.66836734695
5859,45.0,1996.2546383436409,90000.0,2.0,1,157539.66836734695
5860,45.0,1996.2546383436409,92000.0,2.0,2,157539.66836734695
5861,35.0,2021.0,90000.0,2.0,2,157539.66836734695
5862,33.0,1996.2546383436409,37900.0,1.0,0,112438.23529411765
5863,33.0,1996.2546383436409,38000.0,2.0,0,112438.23529411765
5864,104.0,1996.2546383436409,200000.0,3.0,0,112438.23529411765
5865,87.0,1996.2546383436409,150000.0,4.0,0,112438.23529411765
5866,81.0,1996.2546383436409,125000.0,4.0,6,112438.23529411765
5867,87.0,1996.2546383436409,150000.0,4.0,0,112438.23529411765
5868,87.0,1996.2546383436409,150000.0,4.0,0,112438.23529411765
5869,79.0,1996.2546383436409,135000.0,3.0,0,112438.23529411765
5870,75.0,2007.0,160000.0,2.0,2,112438.23529411765
5871,104.0,1996.2546383436409,187000.0,2.8452239216045427,0,112438.23529411765
5872,78.0,1996.2546383436409,132000.0,3.0,2,112438.23529411765
5873,86.0,2007.0,155000.0,3.0,4,112438.23529411765
5874,66.0,1996.2546383436409,120000.0,3.0,4,112438.23529411765
5875,98.0,2004.0,130000.0,5.0,4,112438.23529411765
5876,95.0,2002.0,148000.0,3.0,5,112438.23529411765
5877,78.0,1996.2546383436409,132000.0,3.0,2,112438.23529411765
5878,69.0,1996.2546383436409,109000.0,3.0,0,112438.23529411765
5879,70.0,1996.2546383436409,109000.0,4.0,0,112438.23529411765
5880,88.0,1997.0,150000.0,4.0,0,112438.23529411765
5881,66.0,1996.2546383436409,95000.0,2.0,3,112438.23529411765
5882,44.0,1996.2546383436409,52000.0,2.0,0,112438.23529411765
5883,66.0,1996.2546383436409,95000.0,2.0,3,112438.23529411765
5884,66.0,1996.2546383436409,95000.0,2.0,3,112438.23529411765
5885,66.0,1996.2546383436409,95000.0,2.0,3,112438.23529411765
5886,66.0,1996.2546383436409,95000.0,2.0,3,112438.23529411765
5887,62.0,1996.2546383436409,55000.0,3.0,1,112438.23529411765
5888,71.0,1996.2546383436409,88000.0,2.0,2,112438.23529411765
5889,41.0,1996.2546383436409,63000.0,1.0,6,112438.23529411765
5890,65.0,2002.0,97500.0,2.0,1,112438.23529411765
5891,66.0,2003.0,95000.0,2.0,3,112438.23529411765
5892,66.0,2005.0,95000.0,2.0,3,112438.23529411765
5893,13.0,1996.2546383436409,23750.0,2.8452239216045427,0,161012.58278145696
5894,79.0,2021.0,2100.0,3.0,2,161012.58278145696
5895,72.0,2021.0,2100.0,3.0,2,161012.58278145696
5896,65.0,2021.0,2100.0,2.0,3,161012.58278145696
5897,58.0,1996.2546383436409,2100.0,2.8452239216045427,2,161012.58278145696
5898,61.0,2021.0,2100.0,2.8452239216045427,3,161012.58278145696
5899,67.0,2021.0,2100.0,2.8452239216045427,2,161012.58278145696
5900,121.0,2021.0,2100.0,4.0,4,161012.58278145696
5901,76.0,2021.0,2100.0,3.0,2,161012.58278145696
5902,178.0,1996.2546383436409,520000.0,4.0,3,161012.58278145696
5903,81.0,1979.0,157000.0,4.0,3,161012.58278145696
5904,78.0,2003.0,140000.0,4.0,1,161012.58278145696
5905,91.0,1973.0,189000.0,4.0,8,161012.58278145696
5906,78.0,1996.2546383436409,147000.0,3.0,5,161012.58278145696
5907,94.0,1996.2546383436409,179000.0,4.0,0,161012.58278145696
5908,72.0,2010.0,108000.0,3.0,8,161012.58278145696
5909,180.0,1996.2546383436409,290000.0,5.0,4,161012.58278145696
5910,55.0,1996.2546383436409,121000.0,2.0,2,161012.58278145696
5911,63.0,1996.2546383436409,120000.0,3.0,0,161012.58278145696
5912,162.0,1967.0,275000.0,6.0,3,161012.58278145696
5913,91.0,1974.0,189000.0,4.0,8,161012.58278145696
5914,60.0,1996.2546383436409,110000.0,3.0,3,161012.58278145696
5915,162.0,1996.2546383436409,275000.0,6.0,3,161012.58278145696
5916,57.0,1975.0,120000.0,2.0,2,161012.58278145696
5917,72.0,1996.2546383436409,145000.0,4.0,2,161012.58278145696
5918,160.0,2011.0,390000.0,6.0,3,161012.58278145696
5919,47.0,1996.2546383436409,118000.0,2.0,2,161012.58278145696
5920,52.0,2006.0,125000.0,2.0,4,161012.58278145696
5921,94.0,1996.2546383436409,195000.0,4.0,1,161012.58278145696
5922,162.0,1996.2546383436409,275000.0,7.0,3,161012.58278145696
5923,99.0,2004.0,225000.0,4.0,1,161012.58278145696
5924,91.0,1996.2546383436409,210000.0,4.0,8,161012.58278145696
5925,63.0,1996.2546383436409,133500.0,3.0,4,161012.58278145696
5926,155.0,1996.2546383436409,265000.0,5.0,1,161012.58278145696
5927,72.0,1996.2546383436409,143000.0,2.8452239216045427,2,161012.58278145696
5928,51.0,1996.2546383436409,108000.0,2.0,0,161012.58278145696
5929,54.0,1996.2546383436409,121000.0,2.0,2,161012.58278145696
5930,162.0,1996.2546383436409,275000.0,6.0,3,161012.58278145696
5931,58.0,1996.2546383436409,107000.0,2.8452239216045427,0,161012.58278145696
5932,94.0,2008.0,183000.0,3.0,1,161012.58278145696
5933,80.0,1996.2546383436409,155000.0,3.0,1,161012.58278145696
5934,58.0,2011.0,107000.0,3.0,0,161012.58278145696
5935,91.0,1996.2546383436409,210000.0,4.0,8,161012.58278145696
5936,152.0,1996.2546383436409,310000.0,6.0,7,161012.58278145696
5937,50.0,2011.0,119000.0,2.0,1,161012.58278145696
5938,90.0,1996.2546383436409,189900.0,5.0,5,161012.58278145696
5939,76.0,1996.2546383436409,155000.0,3.0,1,161012.58278145696
5940,58.0,1996.2546383436409,107000.0,3.0,0,161012.58278145696
5941,92.0,1996.2546383436409,189000.0,4.0,8,161012.58278145696
5942,91.0,1996.2546383436409,189000.0,4.0,8,161012.58278145696
5943,80.0,1936.0,155000.0,3.0,1,161012.58278145696
5944,51.0,2011.0,108000.0,2.0,0,161012.58278145696
5945,93.0,1996.2546383436409,246000.0,4.0,0,161012.58278145696
5946,105.0,1996.2546383436409,199500.0,4.0,6,161012.58278145696
5947,75.0,1996.2546383436409,149900.0,3.0,2,161012.58278145696
5948,57.0,1975.0,140000.0,3.0,0,161012.58278145696
5949,150.0,2019.0,465000.0,5.0,4,161012.58278145696
5950,54.0,1996.2546383436409,110000.0,2.0,3,161012.58278145696
5951,47.0,2017.0,118000.0,1.0,2,161012.58278145696
5952,100.0,1996.2546383436409,180000.0,5.0,5,161012.58278145696
5953,51.0,2010.0,108000.0,2.0,0,161012.58278145696
5954,91.0,1996.2546383436409,189000.0,4.0,8,161012.58278145696
5955,46.0,2021.0,112406.0,2.0,1,161012.58278145696
5956,72.0,2010.0,143000.0,4.0,2,161012.58278145696
5957,154.0,2004.0,265000.0,5.0,1,161012.58278145696
5958,105.0,1996.2546383436409,199000.0,4.0,3,161012.58278145696
5959,80.0,1930.0,155000.0,3.0,1,161012.58278145696
5960,80.0,1996.2546383436409,155000.0,3.0,1,161012.58278145696
5961,80.0,1996.2546383436409,155000.0,3.0,1,161012.58278145696
5962,54.0,1996.2546383436409,121000.0,2.0,2,161012.58278145696
5963,80.0,1996.2546383436409,155000.0,3.0,1,161012.58278145696
5964,80.0,1932.0,154900.0,3.0,1,161012.58278145696
5965,105.0,1996.2546383436409,199000.0,4.0,3,161012.58278145696
5966,160.0,1996.2546383436409,390000.0,5.0,3,161012.58278145696
5967,160.0,1996.2546383436409,390000.0,4.0,3,161012.58278145696
5968,61.0,2021.0,117000.0,2.0,5,161012.58278145696
5969,150.0,2015.0,465000.0,4.0,4,161012.58278145696
5970,87.0,1996.2546383436409,165000.0,4.0,3,161012.58278145696
5971,72.0,1996.2546383436409,152000.0,4.0,2,161012.58278145696
5972,160.0,2011.0,390000.0,6.0,3,161012.58278145696
5973,160.0,2011.0,390000.0,4.0,3,161012.58278145696
5974,250.0,1996.2546383436409,510000.0,5.0,2,161012.58278145696
5975,76.0,1996.2546383436409,155000.0,3.0,1,161012.58278145696
5976,72.0,1996.2546383436409,143000.0,4.0,2,161012.58278145696
5977,58.0,1996.2546383436409,107000.0,3.0,0,161012.58278145696
5978,47.0,1996.2546383436409,118000.0,2.0,2,161012.58278145696
5979,62.0,2021.0,151287.0,2.0,3,161012.58278145696
5980,64.0,2004.0,121000.0,2.0,3,161012.58278145696
5981,58.0,1996.2546383436409,127600.0,3.0,0,161012.58278145696
5982,100.0,1996.2546383436409,180000.0,5.0,5,161012.58278145696
5983,51.0,1996.2546383436409,108000.0,2.0,0,161012.58278145696
5984,116.0,2010.0,175000.0,3.0,4,161012.58278145696
5985,58.0,1996.2546383436409,108000.0,3.0,0,161012.58278145696
5986,159.0,1996.2546383436409,390000.0,1.0,3,161012.58278145696
5987,159.0,2011.0,390000.0,5.0,3,161012.58278145696
5988,75.0,1996.2546383436409,149200.0,4.0,2,161012.58278145696
5989,80.0,1996.2546383436409,155000.0,3.0,1,161012.58278145696
5990,93.0,1996.2546383436409,183000.0,3.0,1,161012.58278145696
5991,87.0,1996.2546383436409,245000.0,4.0,0,161012.58278145696
5992,75.0,2018.0,140000.0,4.0,2,161012.58278145696
5993,80.0,1996.2546383436409,155000.0,2.0,1,161012.58278145696
5994,72.0,1996.2546383436409,143000.0,4.0,2,161012.58278145696
5995,91.0,1996.2546383436409,189000.0,4.0,8,161012.58278145696
5996,65.0,1996.2546383436409,144900.0,3.0,4,161012.58278145696
5997,65.0,1996.2546383436409,144900.0,3.0,4,161012.58278145696
5998,56.0,1996.2546383436409,117000.0,3.0,2,161012.58278145696
5999,88.26,1996.2546383436409,185346.0,4.0,3,161012.58278145696
6000,51.0,1996.2546383436409,108000.0,2.0,0,161012.58278145696
6001,39.0,1996.2546383436409,107000.0,2.0,3,161012.58278145696
6002,98.63,1996.2546383436409,207123.0,4.0,4,161012.58278145696
6003,57.0,1996.2546383436409,115000.0,2.0,2,161012.58278145696
6004,91.0,1996.2546383436409,189000.0,4.0,8,161012.58278145696
6005,114.0,1996.2546383436409,175000.0,5.0,1,161012.58278145696
6006,62.0,1996.2546383436409,117000.0,2.0,2,161012.58278145696
6007,51.0,1996.2546383436409,108000.0,2.0,0,161012.58278145696
6008,83.0,1996.2546383436409,150000.0,3.0,3,161012.58278145696
6009,162.0,2000.0,275000.0,6.0,3,161012.58278145696
6010,100.0,2012.0,170000.0,5.0,0,161012.58278145696
6011,162.0,1964.0,275000.0,6.0,3,161012.58278145696
6012,152.0,1973.0,310000.0,4.0,7,161012.58278145696
6013,94.0,2012.0,190000.0,3.0,3,161012.58278145696
6014,52.0,1996.2546383436409,75000.0,2.0,2,161012.58278145696
6015,45.0,1996.2546383436409,94888.0,2.0,1,161012.58278145696
6016,47.0,1996.2546383436409,99000.0,2.0,0,161012.58278145696
6017,52.0,1996.2546383436409,75000.0,3.0,2,161012.58278145696
6018,72.0,1996.2546383436409,90000.0,3.0,3,161012.58278145696
6019,56.0,2015.0,67000.0,3.0,3,161012.58278145696
6020,36.0,1996.2546383436409,75000.0,1.0,0,161012.58278145696
6021,41.0,1996.2546383436409,80000.0,2.0,0,161012.58278145696
6022,60.0,1996.2546383436409,98000.0,2.0,4,161012.58278145696
6023,66.0,2019.0,76000.0,2.0,0,161012.58278145696
6024,50.0,1996.2546383436409,94000.0,1.0,1,161012.58278145696
6025,30.0,1996.2546383436409,65000.0,1.0,0,161012.58278145696
6026,51.0,1996.2546383436409,96000.0,1.0,6,161012.58278145696
6027,52.0,1996.2546383436409,70000.0,2.0,0,161012.58278145696
6028,38.0,2010.0,84000.0,1.0,0,161012.58278145696
6029,42.0,1996.2546383436409,94900.0,2.0,2,161012.58278145696
6030,81.0,1996.2546383436409,90000.0,3.0,3,161012.58278145696
6031,54.0,1996.2546383436409,75000.0,3.0,2,161012.58278145696
6032,51.0,2017.0,108000.0,2.0,0,161012.58278145696
6033,34.0,2007.0,49000.0,2.0,3,51714.28571428572
6034,36.0,1996.2546383436409,45000.0,2.0,3,51714.28571428572
6035,37.0,1996.2546383436409,45000.0,2.0,0,51714.28571428572
6036,37.0,1996.2546383436409,45000.0,2.0,1,51714.28571428572
6037,44.0,1996.2546383436409,65000.0,1.0,10,51714.28571428572
6038,70.0,1996.2546383436409,24000.0,3.0,3,25140.625
6039,70.0,1996.2546383436409,25000.0,3.0,3,25140.625
6040,78.0,1996.2546383436409,23500.0,3.0,3,25140.625
6041,51.0,1996.2546383436409,20000.0,2.0,2,25140.625
6042,51.0,1996.2546383436409,25000.0,2.0,2,25140.625
6043,54.0,1996.2546383436409,25000.0,2.0,0,25140.625
6044,53.0,1996.2546383436409,35000.0,2.0,4,25140.625
6045,70.0,1996.2546383436409,45000.0,3.0,3,25140.625
6046,69.0,1996.2546383436409,25000.0,1.0,0,25140.625
6047,38.0,1996.2546383436409,17500.0,1.0,0,25140.625
6048,34.0,1996.2546383436409,13500.0,1.0,0,25140.625
6049,28.0,1996.2546383436409,17000.0,1.0,1,25140.625
6050,51.0,1996.2546383436409,20000.0,2.0,0,25140.625
6051,51.0,1996.2546383436409,18000.0,2.0,2,25140.625
6052,34.0,1961.0,17000.0,2.0,0,25140.625
6053,51.0,1996.2546383436409,17000.0,2.0,0,25140.625
6054,73.0,1996.2546383436409,40000.0,3.0,2,25140.625
6055,59.0,1980.0,43000.0,2.0,1,25140.625
6056,51.0,1996.2546383436409,20000.0,2.0,1,25140.625
6057,53.0,1980.0,22500.0,2.0,2,25140.625
6058,45.0,1996.2546383436409,14500.0,2.0,5,25140.625
6059,51.0,1996.2546383436409,22000.0,2.0,1,25140.625
6060,46.0,1996.2546383436409,30000.0,2.0,1,25140.625
6061,50.0,1996.2546383436409,23500.0,2.0,4,25140.625
6062,60.0,1996.2546383436409,25000.0,2.0,0,25140.625
6063,43.0,1975.0,25000.0,2.0,0,25140.625
6064,45.0,1996.2546383436409,39000.0,1.0,0,87298.2
6065,39.0,2005.0,49000.0,1.0,3,87298.2
6066,38.0,2017.0,45000.0,2.0,1,87298.2
6067,73.0,1996.2546383436409,110000.0,4.0,3,87298.2
6068,96.0,1996.2546383436409,130000.0,4.0,3,87298.2
6069,140.0,1990.0,150000.0,5.0,4,87298.2
6070,188.0,2006.0,289000.0,4.0,5,87298.2
6071,220.0,2020.0,195000.0,5.0,6,87298.2
6072,62.0,2018.0,78000.0,2.0,0,87298.2
6073,41.0,2018.0,54200.0,2.0,5,87298.2
6074,37.0,2019.0,51800.0,3.0,4,87298.2
6075,85.0,2001.0,76500.0,3.0,0,87298.2
6076,59.0,1980.0,59500.0,2.0,10,87298.2
6077,71.0,1996.2546383436409,96000.0,4.0,3,87298.2
6078,48.0,1996.2546383436409,57500.0,2.0,2,87298.2
6079,45.0,1996.2546383436409,65000.0,3.0,5,87298.2
6080,80.0,1996.2546383436409,80000.0,4.0,0,87298.2
6081,85.0,1996.2546383436409,68000.0,3.0,5,87298.2
6082,60.0,1996.2546383436409,90000.0,3.0,3,87298.2
6083,53.0,1996.2546383436409,68500.0,2.0,4,87298.2
6084,65.0,1988.0,87999.0,2.0,3,87298.2
6085,32.0,1972.0,29000.0,1.0,0,74351.42857142857
6086,31.0,1996.2546383436409,46000.0,2.0,5,74351.42857142857
6087,32.0,1996.2546383436409,29500.0,1.0,0,74351.42857142857
6088,83.0,1996.2546383436409,105000.0,3.0,4,74351.42857142857
6089,103.0,1996.2546383436409,92500.0,4.0,5,74351.42857142857
6090,61.0,1996.2546383436409,82000.0,3.0,0,74351.42857142857
6091,70.0,1996.2546383436409,82000.0,3.0,0,74351.42857142857
6092,60.0,1996.2546383436409,65000.0,2.0,0,74351.42857142857
6093,38.0,1996.2546383436409,51000.0,2.0,4,74351.42857142857
6094,74.5,1996.2546383436409,67000.0,3.0,7,74351.42857142857
6095,56.0,1996.2546383436409,64500.0,3.0,1,74351.42857142857
